,direccion,barrio,distrito,precio,metros
1218,"calle de les Tres Forques, Patraix, València",Patraix,Patraix,740€/mes,134 m²
1219,"Patraix, València",Patraix,Patraix,650€/mes,125 m²
1220,"Patraix, València",Patraix,Patraix,700€/mes,107 m²
1221,"calle de l'Impressor Monfort, 19, Patraix, València",Patraix,Patraix,1.000€/mes,90 m²
1222,"calle de la Font Roja, 5, Patraix, València",Patraix,Patraix,430€/mes,28 m²
1223,"Patraix, València",Patraix,Patraix,700€/mes,110 m²
1224,"Patraix, València",Patraix,Patraix,740€/mes,130 m²
1225,"calle Manuel Simo, 33, Patraix, València",Patraix,Patraix,400€/mes,30 m²
1226,"calle del Pinet, 13, Patraix, València",Patraix,Patraix,650€/mes,80 m²
1227,"calle d'Aiora, 8, Patraix, València",Patraix,Patraix,650€/mes,118 m²
1228,"Archiduque Carlos, Vara de Quart, València",Vara de Quart,Patraix,1.100€/mes,161 m²
1229,"calle dels Traginers, Vara de Quart, València",Vara de Quart,Patraix,8.500€/mes,1.300 m²
1230,"calle dels traginers Vara de Quart, 14, Vara de Quart, València",Vara de Quart,Patraix,5.500€/mes,889 m²
1231,"calle dels Traginers, 14, Vara de Quart, València",Vara de Quart,Patraix,3.400€/mes,409 m²
1232,"Vara de Quart, València",Vara de Quart,Patraix,1.000€/mes,265 m²
1233,"calle del Ceramista Ros, 14, Vara de Quart, València",Vara de Quart,Patraix,725€/mes,159 m²
1234,"calle dels Traginers, Vara de Quart, València",Vara de Quart,Patraix,2.750€/mes,409 m²
1235,"Nave en calle dels Fusters, 1, 46014 València, Valencia, 1, Vara de Quart, València",Vara de Quart,Patraix,855€/mes,105 m²
1236,"calle del Archiduque Carlos, 68, Vara de Quart, València",Vara de Quart,Patraix,850€/mes,110 m²
1237,"Vara de Quart, València",Vara de Quart,Patraix,550€/mes,59 m²
1238,"Vara de Quart, València",Vara de Quart,Patraix,720€/mes,159 m²
1239,"calle Ceramista Ros, Vara de Quart, València",Vara de Quart,Patraix,750€/mes,103 m²
1240,"calle Ceramista Ros, Vara de Quart, València",Vara de Quart,Patraix,450€/mes,49 m²
1241,"calle del Archiduque Carlos, Vara de Quart, València",Vara de Quart,Patraix,799€/mes,70 m²
1242,"Vara de Quart, València",Vara de Quart,Patraix,1.000€/mes,265 m²
1243,"calle Virgen de la Cabeza, Vara de Quart, València",Vara de Quart,Patraix,1.000€/mes,265 m²
1244,"Emilio Lluch, s/n, Vara de Quart, València",Vara de Quart,Patraix,800€/mes,40 m²
1245,"calle de la Mare de Déu de la Cabeza, Vara de Quart, València",Vara de Quart,Patraix,426€/mes,55 m²
1246,"calle de les Tres Forques, Vara de Quart, València",Vara de Quart,Patraix,750€/mes,128 m²
1247,"calle de l'Arxiduc Carles, 68, Vara de Quart, València",Vara de Quart,Patraix,2.500€/mes,240 m²
1248,"Vara de Quart, València",Vara de Quart,Patraix,1.400€/mes,138 m²
1249,"Vara de Quart, València",Vara de Quart,Patraix,500€/mes,151 m²
1250,"avenida Tres Crcues, 100, Vara de Quart, València",Vara de Quart,Patraix,3.500€/mes,227 m²
1251,"Vara de Quart, València",Vara de Quart,Patraix,670€/mes,148 m²
1252,"Vara de Quart, València",Vara de Quart,Patraix,700€/mes,240 m²
1253,"calle dels Pedrapiquers, 14, Vara de Quart, València",Vara de Quart,Patraix,1.500€/mes,100 m²
1254,"Vara de Quart, València",Vara de Quart,Patraix,700€/mes,39 m²
1255,"Vara de Quart, València",Vara de Quart,Patraix,866€/mes,120 m²
1256,"calle del Archiduque Carlos, Vara de Quart, València",Vara de Quart,Patraix,740€/mes,128 m²
1257,"calle del Ceramista Ros, 4, Vara de Quart, València",Vara de Quart,Patraix,650€/mes,103 m²
1258,"avenida Av. de Gaspar Aguilar, s/n, Barrio de Favara, València",Barrio de Favara,Patraix,775€/mes,94 m²
1259,"Barrio de Favara, València",Barrio de Favara,Patraix,900€/mes,50 m²
1260,"Barrio de Favara, València",Barrio de Favara,Patraix,1.300€/mes,100 m²
1261,"calle de Juan de Garay, 44, Barrio de Favara, València",Barrio de Favara,Patraix,25.000€/mes,91 m²
1262,"calle de Juan de Garay, 22, Barrio de Favara, València",Barrio de Favara,Patraix,1.300€/mes,100 m²
1263,"calle de Fra j Rodríguez, 19, Barrio de Favara, València",Barrio de Favara,Patraix,900€/mes,46 m²
1264,"Montesa, Barrio de Favara, València",Barrio de Favara,Patraix,800€/mes,185 m²
1265,"calle de Fra j Rodríguez, Barrio de Favara, València",Barrio de Favara,Patraix,950€/mes,65 m²
1266,"juan de garay, Barrio de Favara, València",Barrio de Favara,Patraix,1.100€/mes,81 m²
1267,"juan garay, s/n, Barrio de Favara, València",Barrio de Favara,Patraix,1.000€/mes,91 m²
1268,"calle Juan de Garay, Barrio de Favara, València",Barrio de Favara,Patraix,475€/mes,51 m²
1269,"Barrio de Favara, València",Barrio de Favara,Patraix,900€/mes,50 m²
1270,"Barrio de Favara, València",Barrio de Favara,Patraix,1.300€/mes,87 m²
1271,"Barrio de Favara, València",Barrio de Favara,Patraix,900€/mes,46 m²
1272,"Barrio de Favara, València",Barrio de Favara,Patraix,1.050€/mes,81 m²
1273,"Barrio de Favara, València",Barrio de Favara,Patraix,500€/mes,63 m²
1274,"Barrio de Favara, València",Barrio de Favara,Patraix,1.000€/mes,90 m²
1275,"Barrio de Favara, València",Barrio de Favara,Patraix,1.700€/mes,91 m²
1276,"calle del Doctor Marañón, 10, Barrio de Favara, València",Barrio de Favara,Patraix,500€/mes,100 m²
1277,"calle de Juan de Garay, 6, Barrio de Favara, València",Barrio de Favara,Patraix,700€/mes,110 m²
1278,"calle de Sant Llàtzer, 14, Barrio de Favara, València",Barrio de Favara,Patraix,650€/mes,90 m²
1279,"calle Virgen de la Cabeza, 35, Safranar, València",Safranar,Patraix,400€/mes,45 m²
1280,"calle de Campos Crespo, 12, Safranar, València",Safranar,Patraix,500€/mes,48 m²
1281,"Carrer de Campos Crespo, Safranar, València",Safranar,Patraix,900€/mes,370 m²
1282,"Safranar, València",Safranar,Patraix,2.500€/mes,214 m²
1283,"calle de la Vall d'Uixó, Safranar, València",Safranar,Patraix,4.600€/mes,463 m²
1284,"Safranar, València",Safranar,Patraix,1.250€/mes,236 m²
1285,"Safranar, València",Safranar,Patraix,1.100€/mes,138 m²
1286,"Pio XI, 40, Safranar, València",Safranar,Patraix,1.890€/mes,233 m²
1287,"Safranar, València",Safranar,Patraix,700€/mes,109 m²
1288,"calle de Fontanars dels Alforins, 43, Safranar, València",Safranar,Patraix,800€/mes,100 m²
1289,"calle de Fontanars dels Alforins, Safranar, València",Safranar,Patraix,2.000€/mes,622 m²
1290,"avenida de José Roca Coll, s/n, Safranar, València",Safranar,Patraix,6.000€/mes,746 m²
1291,"calle Fontanares, 29, Safranar, València",Safranar,Patraix,1.295€/mes,420 m²
1292,"Safranar, València",Safranar,Patraix,750€/mes,60 m²
1293,"Safranar, València",Safranar,Patraix,2.000€/mes,191 m²
1294,"calle Humanista Mariner, s/n, Safranar, València",Safranar,Patraix,850€/mes,92 m²
1295,"Vicente Clavell, Safranar, València",Safranar,Patraix,590€/mes,83 m²
1296,"calle de José Andreu Alabarta, 38, Sant Isidre, València",Sant Isidre,Patraix,1.400€/mes,444 m²
1297,"plaza de Josep Melia i Castello, Sant Isidre, València",Sant Isidre,Patraix,400€/mes,30 m²
1298,"calle de José Andreu Alabarta, Sant Isidre, València",Sant Isidre,Patraix,750€/mes,130 m²
1299,"José Andreu Alabarta, Sant Isidre, València",Sant Isidre,Patraix,3.500€/mes,1.300 m²
1300,"camino Nuevo de Picaña, Sant Isidre, València",Sant Isidre,Patraix,599€/mes,90 m²
1301,"Sant Isidre, València",Sant Isidre,Patraix,3.500€/mes,227 m²
1302,"avenida de les Tres Creus, Sant Isidre, València",Sant Isidre,Patraix,2.500€/mes,300 m²
1303,"Sant Isidre, València",Sant Isidre,Patraix,500€/mes,70 m²
1304,"Sant Isidre, València",Sant Isidre,Patraix,3.500€/mes,1.248 m²
1305,"camino nuevo de picaña, 5, Sant Isidre, València",Sant Isidre,Patraix,550€/mes,97 m²
1306,"Sant Isidre, València",Sant Isidre,Patraix,650€/mes,86 m²
1307,"calle de José Andreu Alabarta, 40, Sant Isidre, València",Sant Isidre,Patraix,1.300€/mes,410 m²
1308,"calle de l'Arquitecte Segura de Lago, 25, Sant Isidre, València",Sant Isidre,Patraix,500€/mes,70 m²
1309,"Sant Isidre, València",Sant Isidre,Patraix,500€/mes,52 m²
1310,"calle de Polo y Peyrolón, 2, Mestalla, València",Mestalla,El Pla del Real,3.199€/mes,290 m²
1311,"avenida del Puerto, 38, Mestalla, València",Mestalla,El Pla del Real,4.240€/mes,519 m²
1312,"calle d'Èol, 7, Mestalla, València",Mestalla,El Pla del Real,1.900€/mes,189 m²
1313,"calle d'Èol, Mestalla, València",Mestalla,El Pla del Real,1.247€/mes,144 m²
1314,"Alameda, Mestalla, València",Mestalla,El Pla del Real,3.500€/mes,447 m²
1315,"calle d'Eduard Boscà, 8, Mestalla, València",Mestalla,El Pla del Real,1.900€/mes,180 m²
1316,"calle de l'Antiga Senda d'En Senent, Mestalla, València",Mestalla,El Pla del Real,6.940€/mes,347 m²
1317,"calle d'Ernest Ferrer, Mestalla, València",Mestalla,El Pla del Real,1.299€/mes,115 m²
1318,"avenida Aragón, s/n, Mestalla, València",Mestalla,El Pla del Real,4.000€/mes,336 m²
1319,"Mestalla, València",Mestalla,El Pla del Real,10.000€/mes,1.100 m²
1320,"paseo de l'Albereda, 18, Mestalla, València",Mestalla,El Pla del Real,3.500€/mes,447 m²
1321,"calle d'Antoni Suárez, Mestalla, València",Mestalla,El Pla del Real,850€/mes,98 m²
1322,"avenida de aragon, Mestalla, València",Mestalla,El Pla del Real,1.500€/mes,256 m²
1323,"avenida del Cardenal Benlloch, Mestalla, València",Mestalla,El Pla del Real,799€/mes,120 m²
1324,"paseo de l'Albereda, Mestalla, València",Mestalla,El Pla del Real,3.500€/mes,447 m²
1325,"calle de la Ciutat de Mula, 19, Mestalla, València",Mestalla,El Pla del Real,1.500€/mes,100 m²
1326,"avenida d'Aragó, 1, Mestalla, València",Mestalla,El Pla del Real,1.500€/mes,256 m²
1327,"avenida del Cardenal Benlloch, Mestalla, València",Mestalla,El Pla del Real,1.750€/mes,311 m²
1328,"paseo de la Alameda, Mestalla, València",Mestalla,El Pla del Real,3.500€/mes,447 m²
1329,"calle de l'Antiga Senda d'En Senent, Mestalla, València",Mestalla,El Pla del Real,10.000€/mes,1.153 m²
1330,"avenida Cardenal Benlloch, Mestalla, València",Mestalla,El Pla del Real,450€/mes,60 m²
1331,"Local o nave en avenida d'Aragó, Mestalla, València",Mestalla,El Pla del Real,1.765€/mes,573 m²
1332,"Mestalla, València",Mestalla,El Pla del Real,3.500€/mes,400 m²
1333,"Av. del Puerto, 27, Mestalla, València",Mestalla,El Pla del Real,4.000€/mes,730 m²
1334,"Mestalla, València",Mestalla,El Pla del Real,750€/mes,78 m²
1335,"Mestalla, València",Mestalla,El Pla del Real,1.412€/mes,70 m²
1336,"avenida del Puerto, Mestalla, València",Mestalla,El Pla del Real,900€/mes,80 m²
1337,"avenida del Port, 8, Mestalla, València",Mestalla,El Pla del Real,1.500€/mes,350 m²
1338,"Mestalla, València",Mestalla,El Pla del Real,1.100€/mes,250 m²
1339,"calle d'Amadeu de Savoia, 15, Mestalla, València",Mestalla,El Pla del Real,920€/mes,90 m²
1340,"calle del Doctor Moliner, 2, Exposició, València",Exposicio,El Pla del Real,6.000€/mes,244 m²
1341,"calle del Doctor Rodríguez Fornos, Exposició, València",Exposicio,El Pla del Real,3.200€/mes,435 m²
1342,"calle del Doctor Rodríguez Fornos, 5, Exposició, València",Exposicio,El Pla del Real,3.200€/mes,472 m²
1343,"Artes Gráficas, s/n, Exposició, València",Exposicio,El Pla del Real,3.200€/mes,472 m²
1344,"Exposició, València",Exposicio,El Pla del Real,1.300€/mes,90 m²
1345,"calle Doctor Rodríguez Fornos, Exposició, València",Exposicio,El Pla del Real,3.200€/mes,436 m²
1346,"calle del Pla del Real, Exposició, València",Exposicio,El Pla del Real,1.600€/mes,111 m²
1347,"calle de Misser Mascó, Exposició, València",Exposicio,El Pla del Real,1.299€/mes,80 m²
1348,"plaza de la Legión Española, 17, Exposició, València",Exposicio,El Pla del Real,990€/mes,120 m²
1349,"Exposició, València",Exposicio,El Pla del Real,1.100€/mes,450 m²
1350,"Exposició, València",Exposicio,El Pla del Real,1.100€/mes,90 m²
1351,"avenida de Blasco Ibáñez, 20, Exposició, València",Exposicio,El Pla del Real,1.600€/mes,90 m²
1352,"Exposició, València",Exposicio,El Pla del Real,3.200€/mes,436 m²
1353,"plaza Profesor Tamarit Olmos, 20, Jaume Roig, València",Jaume Roig,El Pla del Real,800€/mes,79 m²
1354,"avenida del Botánico Cavanilles, Jaume Roig, València",Jaume Roig,El Pla del Real,950€/mes,77 m²
1355,"Bachiller, Jaume Roig, València",Jaume Roig,El Pla del Real,1.800€/mes,220 m²
1356,"calle Jaime Roig, 24, Jaume Roig, València",Jaume Roig,El Pla del Real,880€/mes,120 m²
1357,"avenida Primado Reig, 94, Jaume Roig, València",Jaume Roig,El Pla del Real,1.200€/mes,80 m²
1358,"calle del Bachiller, Jaume Roig, València",Jaume Roig,El Pla del Real,750€/mes,50 m²
1359,"Jaume Roig, València",Jaume Roig,El Pla del Real,2.500€/mes,366 m²
1360,"plaza Profesor Tamarit Olmos, Jaume Roig, València",Jaume Roig,El Pla del Real,800€/mes,63 m²
1361,"calle Jaime Roig, 4, Jaume Roig, València",Jaume Roig,El Pla del Real,3.300€/mes,292 m²
1362,"calle Álvaro de Bazán, 10, Jaume Roig, València",Jaume Roig,El Pla del Real,1.300€/mes,126 m²
1363,"pasaje Residencias Luz, Jaume Roig, València",Jaume Roig,El Pla del Real,1.000€/mes,150 m²
1364,"Jaume Roig, València",Jaume Roig,El Pla del Real,1.000€/mes,150 m²
1365,"calle del Gorgos, Ciutat Universitària, València",Ciutat Universitaria,El Pla del Real,3.636€/mes,606 m²
1366,"Gorgos, Ciutat Universitària, València",Ciutat Universitaria,El Pla del Real,1.925€/mes,278 m²
1367,"Gorgos, Ciutat Universitària, València",Ciutat Universitaria,El Pla del Real,3.636€/mes,606 m²
1368,"calle de Menéndez y Pelayo, Ciutat Universitària, València",Ciutat Universitaria,El Pla del Real,750€/mes,100 m²
1369,"Av. Blasco Ibañez, Ciutat Universitària, València",Ciutat Universitaria,El Pla del Real,1.300€/mes,180 m²
1370,"Avinguda de Catalunya, 1, Ciutat Universitària, València",Ciutat Universitaria,El Pla del Real,2.500€/mes,197 m²
1371,"Av. Blasco Ibañez, Ciutat Universitària, València",Ciutat Universitaria,El Pla del Real,1.300€/mes,180 m²
1372,"Ciutat Universitària, València",Ciutat Universitaria,El Pla del Real,380€/mes,21 m²
1373,"Ciutat Universitària, València",Ciutat Universitaria,El Pla del Real,430€/mes,25 m²
1374,"calle de Gorgos, 11, Ciutat Universitària, València",Ciutat Universitaria,El Pla del Real,230€/mes,15 m²
1375,"calle de Just Vilar, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,600€/mes,40 m²
1376,"calle de la Reina, 8, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.200€/mes,180 m²
1377,"plaza de la Creu del Canyamelar, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,950€/mes,93 m²
1378,"El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,800€/mes,161 m²
1379,"calle de la Reina, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,2.200€/mes,166 m²
1380,"calle de la Reina, 9, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.200€/mes,188 m²
1381,"calle de la Reina, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,550€/mes,50 m²
1382,"calle Reina, 8, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.200€/mes,175 m²
1383,"calle José Benlliure, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,800€/mes,80 m²
1384,"calle de Just Vilar, 28, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,2.000€/mes,259 m²
1385,"calle del Pare Lluís Navarro, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.300€/mes,37 m²
1386,"calle de la Remunta, 16, Poblats Marítims, 46011 València, Valencia, 16, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,580€/mes,150 m²
1387,"El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.900€/mes,175 m²
1388,"calle de la Remunta, 16, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,580€/mes,150 m²
1389,"calle de Escalante, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,900€/mes,110 m²
1390,"El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.200€/mes,100 m²
1391,"calle de la Reina, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.200€/mes,180 m²
1392,"calle del Doctor Lluch, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.200€/mes,180 m²
1393,"Nave en calle d'Ernest Anastasio, 46, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.000€/mes,160 m²
1394,"El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.500€/mes,190 m²
1395,"El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.200€/mes,160 m²
1396,"El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,8.200€/mes,293 m²
1397,"El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,300€/mes,19 m²
1398,"calle Arcipreste Vicente Gallart, 32, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,600€/mes,55 m²
1399,"calle de Francesc Baldomar, 86, El Cabanyal-El Canyamelar, València",El Cabanyal-El Canyamelar,Poblats Marítims,1.300€/mes,274 m²
1400,"avenida del Port, El Grau, València",El Grau,Poblats Marítims,830€/mes,140 m²
1401,"calle de Escalante, 20, El Grau, València",El Grau,Poblats Marítims,1.050€/mes,120 m²
1402,"calle d'Isaac Peral, El Grau, València",El Grau,Poblats Marítims,925€/mes,129 m²
1403,"calle de la Serradora, El Grau, València",El Grau,Poblats Marítims,1.600€/mes,170 m²
1404,"calle Isaac Peral, El Grau, València",El Grau,Poblats Marítims,1.600€/mes,202 m²
1405,"calle de la Serradora, El Grau, València",El Grau,Poblats Marítims,1.100€/mes,120 m²
1406,"El Grau, València",El Grau,Poblats Marítims,3.400€/mes,340 m²
1407,"calle de la Serradora, El Grau, València",El Grau,Poblats Marítims,800€/mes,95 m²
1408,"calle de Joan Verdeguer, El Grau, València",El Grau,Poblats Marítims,675€/mes,78 m²
1409,"calle de la Serrería, El Grau, València",El Grau,Poblats Marítims,4.000€/mes,340 m²
1410,"calle de la Serrería, El Grau, València",El Grau,Poblats Marítims,800€/mes,80 m²
1411,"calle de Bello, El Grau, València",El Grau,Poblats Marítims,350€/mes,50 m²
1412,"El Grau, València",El Grau,Poblats Marítims,3.400€/mes,340 m²
1413,"El Grau, València",El Grau,Poblats Marítims,900€/mes,80 m²
1414,"El Grau, València",El Grau,Poblats Marítims,1.500€/mes,203 m²
1415,"El Grau, València",El Grau,Poblats Marítims,3.600€/mes,360 m²
1416,"El Grau, València",El Grau,Poblats Marítims,700€/mes,80 m²
1417,"calle Serrería, El Grau, València",El Grau,Poblats Marítims,3.400€/mes,350 m²
1418,"avenida del Port, 290, El Grau, València",El Grau,Poblats Marítims,750€/mes,120 m²
1419,"Av. de Francia, El Grau, València",El Grau,Poblats Marítims,700€/mes,100 m²
1420,"calle de la Serradora, El Grau, València",El Grau,Poblats Marítims,3.400€/mes,340 m²
1421,"calle del Riu Ulla, 4, El Grau, València",El Grau,Poblats Marítims,750€/mes,40 m²
1422,"El Grau, València",El Grau,Poblats Marítims,650€/mes,75 m²
1423,"calle de Méndez Núñez, 35, El Grau, València",El Grau,Poblats Marítims,695€/mes,80 m²
1424,"avenida de la Malvarrosa, 123, Playa de la Malvarrosa, València",Playa de la Malvarrosa,Poblats Marítims,795€/mes,94 m²
1425,"avenida de la Malva-Rosa, Playa de la Malvarrosa, València",Playa de la Malvarrosa,Poblats Marítims,600€/mes,70 m²
1426,"avenida Malvarrosa, Playa de la Malvarrosa, València",Playa de la Malvarrosa,Poblats Marítims,900€/mes,133 m²
1427,"Gran Canaria, Playa de la Malvarrosa, València",Playa de la Malvarrosa,Poblats Marítims,450€/mes,213 m²
1428,"calle de Mendizábal, Playa de la Malvarrosa, València",Playa de la Malvarrosa,Poblats Marítims,500€/mes,47 m²
1429,"av malvarrosa, 53, Playa de la Malvarrosa, València",Playa de la Malvarrosa,Poblats Marítims,450€/mes,70 m²
1430,"Playa de la Malvarrosa, València",Playa de la Malvarrosa,Poblats Marítims,360€/mes,109 m²
1431,"avenida de la Malva-Rosa, 35, Playa de la Malvarrosa, València",Playa de la Malvarrosa,Poblats Marítims,600€/mes,92 m²
1432,"Playa de la Malvarrosa, València",Playa de la Malvarrosa,Poblats Marítims,700€/mes,95 m²
1433,"calle d'Esteve Ballester, 26, Beteró, València",Beteró,Poblats Marítims,750€/mes,75 m²
1434,"calle de Pere de València, Beteró, València",Beteró,Poblats Marítims,1.000€/mes,120 m²
1435,"Beteró, València",Beteró,Poblats Marítims,1.000€/mes,120 m²
1436,"calle blasco Ibáñez, 186, Beteró, València",Beteró,Poblats Marítims,1.100€/mes,120 m²
1437,"calle de Pedro de Valencia, Beteró, València",Beteró,Poblats Marítims,675€/mes,55 m²
1438,"calle Parque de Nazaret, 17, Natzaret, València",Natzaret,Poblats Marítims,450€/mes,140 m²
1439,"calle Francisco Falcons, Natzaret, València",Natzaret,Poblats Marítims,500€/mes,107 m²
1440,"calle Parque de Nazaret, Natzaret, València",Natzaret,Poblats Marítims,1.099€/mes,350 m²
1441,"avenida de la Ronda de Natzaret, 19, Natzaret, València",Natzaret,Poblats Marítims,700€/mes,130 m²
1442,"Malilla, València",Malilla,Quatre Carreres,850€/mes,180 m²
1443,"calle Juan Ramón Jiménez, 61, Malilla, València",Malilla,Quatre Carreres,475€/mes,105 m²
1444,"Malilla, València",Malilla,Quatre Carreres,475€/mes,108 m²
1445,"Malilla, València",Malilla,Quatre Carreres,475€/mes,105 m²
1446,"calle Juan Ramón Jiménez, Malilla, València",Malilla,Quatre Carreres,475€/mes,105 m²
1447,"Malilla, València",Malilla,Quatre Carreres,475€/mes,105 m²
1448,"carretera de Malilla, Malilla, València",Malilla,Quatre Carreres,600€/mes,90 m²
1449,"Fernando Abril Martorell, Malilla, València",Malilla,Quatre Carreres,4.300€/mes,282 m²
1450,"carretera de Malilla, 14, Malilla, València",Malilla,Quatre Carreres,1.300€/mes,265 m²
1451,"calle Isla Formentera, Malilla, València",Malilla,Quatre Carreres,3.000€/mes,278 m²
1452,"Malilla, València",Malilla,Quatre Carreres,900€/mes,102 m²
1453,"calle del Ingeniero Joaquin Benlloch, Valencia, 28, Malilla, València",Malilla,Quatre Carreres,1.000€/mes,187 m²
1454,"calle Juan Ramón Jiménez, 83, Malilla, València",Malilla,Quatre Carreres,650€/mes,183 m²
1455,"calle de l'Illa Formentera, 48, Malilla, València",Malilla,Quatre Carreres,2.125€/mes,170 m²
1456,"Malilla, València",Malilla,Quatre Carreres,4.300€/mes,294 m²
1457,"calle de l'Illa Formentera, Malilla, València",Malilla,Quatre Carreres,3.000€/mes,290 m²
1458,"Malilla, València",Malilla,Quatre Carreres,475€/mes,105 m²
1459,"calle Juan Ramón Jiménez, 63, Malilla, València",Malilla,Quatre Carreres,475€/mes,105 m²
1460,"calle de la Pianista Empar Iturbi, 25, Malilla, València",Malilla,Quatre Carreres,700€/mes,132 m²
1461,"Malilla, València",Malilla,Quatre Carreres,650€/mes,94 m²
1462,"Malilla, València",Malilla,Quatre Carreres,3.000€/mes,279 m²
1463,"calle de Juan Ramón Jiménez, Malilla, València",Malilla,Quatre Carreres,950€/mes,150 m²
1464,"Peris y Valero, Malilla, València",Malilla,Quatre Carreres,800€/mes,72 m²
1465,"Malilla, València",Malilla,Quatre Carreres,3.000€/mes,279 m²
1466,"Malilla, València",Malilla,Quatre Carreres,2.500€/mes,213 m²
1467,"carretera de Malilla, Malilla, València",Malilla,Quatre Carreres,800€/mes,160 m²
1468,"Malilla, València",Malilla,Quatre Carreres,1.200€/mes,200 m²
1469,"Malilla, València",Malilla,Quatre Carreres,4.500€/mes,237 m²
1470,"Malilla, València",Malilla,Quatre Carreres,650€/mes,130 m²
1471,"carretera de Malilla, Malilla, València",Malilla,Quatre Carreres,1.200€/mes,199 m²
1472,"Nave en Río Eresma, 6, Malilla, València",Malilla,Quatre Carreres,1.000€/mes,250 m²
1473,"calle Isla Formentera, 56, Malilla, València",Malilla,Quatre Carreres,3.000€/mes,278 m²
1474,"calle Oltà, Malilla, València",Malilla,Quatre Carreres,750€/mes,90 m²
1475,"avenida d'Ausiàs March, 32, Malilla, València",Malilla,Quatre Carreres,1.500€/mes,300 m²
1476,"Malilla, València",Malilla,Quatre Carreres,650€/mes,105 m²
1477,"Malilla, València",Malilla,Quatre Carreres,1.100€/mes,200 m²
1478,"Malilla, València",Malilla,Quatre Carreres,3.000€/mes,279 m²
1479,"Malilla, València",Malilla,Quatre Carreres,765€/mes,70 m²
1480,"calle Bernat Descoll, 64, Malilla, València",Malilla,Quatre Carreres,1.500€/mes,115 m²
1481,"Malilla, València",Malilla,Quatre Carreres,900€/mes,110 m²
1482,"Malilla, València",Malilla,Quatre Carreres,3.000€/mes,278 m²
1483,"carretera de Malilla, 26, Malilla, València",Malilla,Quatre Carreres,500€/mes,90 m²
1484,"Malilla, València",Malilla,Quatre Carreres,2.400€/mes,150 m²
1485,"Malilla, València",Malilla,Quatre Carreres,750€/mes,90 m²
1486,"carretera de Malilla, 25, Malilla, València",Malilla,Quatre Carreres,400€/mes,85 m²
1487,"calle d'Oltà, 31, Malilla, València",Malilla,Quatre Carreres,800€/mes,173 m²
1488,"c. de mariola, Mont-Olivet, València",Mont Olivet,Quatre Carreres,700€/mes,121 m²
1489,"calle del Escultor José Capuz, Mont-Olivet, València",Mont Olivet,Quatre Carreres,950€/mes,91 m²
1490,"calle San Jacinto Castañeda, Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.200€/mes,262 m²
1491,"calle del Escultor José Capuz, 15, Mont-Olivet, València",Mont Olivet,Quatre Carreres,750€/mes,90 m²
1492,"calle de Luis Oliag, 24, Mont-Olivet, València",Mont Olivet,Quatre Carreres,450€/mes,110 m²
1493,"calle del Obispo Jaime Pérez, 19, Mont-Olivet, València",Mont Olivet,Quatre Carreres,450€/mes,50 m²
1494,"avenida de la Plata, 99, Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.500€/mes,190 m²
1495,"Mont-Olivet, València",Mont Olivet,Quatre Carreres,850€/mes,156 m²
1496,"avenida de la Plata, Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.800€/mes,240 m²
1497,"calle de l'Escultor Josep Capuz, Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.036€/mes,91 m²
